UWI,START_DATE,OIL,GAS,WATER
CC646,01-DEC-07,29278,14411,6582
CC646,01-APR-10,13184,13493,2083
ON308,01-JAN-12,25074,19794,465
ON308,01-MAY-13,35503,34208,0
YP174,01-OCT-12,38677,22819,13536
TF573,01-AUG-92,17899,11285,5144
TR791,01-MAR-87,25487,19162,0
TR791,01-JUL-88,28463,14861,0
ON397,01-APR-77,89439,86700,0
ON316,01-FEB-81,35545,22950,133
YP181,01-JUL-75,694138,517790,0
YP181,01-JUL-79,554611,474760,0
YP373,01-DEC-08,29623,46577,508
DS652,01-JUN-83,234200,205919,1795
TR387,01-NOV-86,90378,56167,0
TR387,01-MAR-88,26077,13346,0
YP577,01-MAY-86,69188,44069,0
RK361,01-APR-93,71054,38650,108
BR710,01-FEB-86,85280,49467,1188
BR710,01-MAR-89,29087,14114,0
ON893,01-DEC-91,20602,11810,91
RK361,01-JUL-93,51461,35280,491
ON394,01-JUN-84,767,611,0
TF143,01-JUN-80,149292,109890,0
RK114,01-NOV-84,76644,50157,0
CC849,01-DEC-90,51163,30983,0
BR704,01-OCT-74,669205,350860,0
RK114,01-APR-86,43147,24448,0
CC398,01-OCT-89,15232,6234,1166
RK403,01-MAY-80,379054,280000,0
DS241,01-JUL-79,372798,400140,0
TF740,01-NOV-79,186922,154780,0
CC669,01-NOV-09,43629,26823,116
YP220,01-JUN-09,36754,20302,3076
AB323,01-JUL-14,39543,25010,0
TF846,01-NOV-13,35243,32557,781
RK302,01-FEB-11,6066,1987,16
AB388,01-OCT-14,36443,43373,33816
TR131,01-MAY-13,44446,23799,0
DS775,01-MAR-07,40519,10424,0
CC435,01-SEP-13,35263,29646,1213
TF695,01-JUL-14,46664,27052,0
RK864,01-NOV-14,37590,25757,0
YP737,01-AUG-15,45280,31308,5461
YP203,01-AUG-15,53694,58405,30367
RK345,01-NOV-87,84532,69034,349
CC636,01-MAR-88,20231,14305,6
DS378,01-JUN-02,70531,44785,22962
TR843,01-FEB-08,21444,23261,5547
AB460,01-OCT-06,38631,25556,0
CC627,01-FEB-09,8675,4658,251
AB257,01-JUN-74,722280,554490,0
TR791,01-JUL-74,607119,435540,0
ON397,01-NOV-83,26110,24787,57
YP412,01-FEB-89,2386,2444,0
RK153,01-OCT-17,35671,31967,104
CC462,01-JUN-15,0,0,0
CC310,01-JAN-97,47632,24855,15076
TR694,01-APR-04,43605,32125,75
RK659,01-FEB-88,29380,23048,0
RK514,01-DEC-97,51979,45154,65
DS546,01-JAN-13,45057,14967,0
DS780,01-MAR-05,14631,13250,315
YP412,01-AUG-99,35875,25478,0
TF695,01-SEP-03,42483,48726,5204
DS496,01-JUL-08,33019,22086,0
TF695,01-FEB-07,47340,35857,99
YP373,01-OCT-15,16512,15069,2429
TR516,01-SEP-95,34534,14804,61
TR701,01-MAR-03,45323,26924,4240
DS698,01-MAR-09,37083,44898,6370
TR387,01-JUL-08,30461,15463,0
DS496,01-MAY-08,24393,20797,0
RK539,01-SEP-10,43993,36737,110
TF172,01-MAY-86,148440,76730,0
TR387,01-MAY-13,44249,28411,180
RK153,01-DEC-86,92768,66722,0
ON727,01-NOV-14,19137,38124,17504
RK345,01-JAN-92,63918,61621,216
ON369,01-OCT-88,68510,56399,129
TF359,01-OCT-88,75718,58771,109
TF359,01-SEP-90,43156,18735,811
CC504,01-MAY-84,56163,41896,110
TF267,01-MAR-91,45859,35770,0
CC504,01-JUL-10,47537,37571,7441
TF359,01-JUN-97,34498,22146,7409
CC782,01-JUN-93,68375,50718,0
DS241,01-OCT-87,66500,81573,0
TF359,01-FEB-87,171022,134972,0
ON397,01-JAN-88,33848,14091,22
DS241,01-MAR-88,72083,27749,0
DS698,01-MAY-96,17436,11583,387
DS698,01-APR-97,30395,20377,0
RK345,01-NOV-85,83436,48501,0
CC504,01-APR-93,58733,52416,1612
DS698,01-APR-85,18495,12778,240
DS241,01-MAY-11,40249,46081,0
YP467,01-APR-99,31992,26657,35
RK539,01-APR-88,35399,20648,0
RK361,01-JAN-98,55089,37779,0
YP577,01-MAR-06,26995,7794,7131
TR843,01-FEB-02,18141,17718,0
TR843,01-OCT-04,24985,19398,2839
AB590,01-JUL-88,51096,39127,0
YP534,01-DEC-97,36710,22812,158
DS582,01-JUL-02,26553,20535,29559
RK539,01-MAR-90,47729,39457,0
CC310,01-MAY-99,32800,29611,18673
AB590,01-JUN-88,43220,25933,0
TF611,01-JUN-13,51695,41093,56
RK114,01-MAY-97,46080,44506,0
AB590,01-FEB-01,24154,13699,776
AB590,01-FEB-09,22060,15942,0
TF573,01-FEB-05,14205,6234,3234
RK114,01-MAR-02,96953,66991,4667
AB540,01-JUL-13,38806,18300,291
DS150,01-AUG-08,56608,34215,11786
AB456,01-MAY-13,31690,36107,4992
AB424,01-MAY-07,31596,12993,760
TF719,01-DEC-07,67954,20167,1998
CC565,01-MAY-11,52542,39200,2686
TR444,01-OCT-13,17638,18588,1071
AB295,01-JAN-05,61828,48029,0
YP355,01-JAN-12,20123,10076,3858
YP861,01-NOV-03,20798,13625,148
YP655,01-AUG-07,91637,56466,0
DS884,01-AUG-10,27712,25362,4004
BR554,01-FEB-09,3766,1343,4139
BR554,01-MAR-10,9373,2197,22362
ON848,01-SEP-06,65756,37272,258
ON575,01-DEC-04,68328,18543,1927
CC479,01-OCT-95,57044,57307,1214
YP821,01-JUL-90,91582,77572,0
RK301,01-DEC-89,110942,91226,0
DS234,01-MAY-13,21122,24807,19244
TR331,01-MAY-01,78904,65833,0
TR336,01-APR-92,68803,62610,30
TR382,01-DEC-99,19915,19692,2370
RK301,01-APR-03,101641,124896,486
RK301,01-NOV-06,58500,55835,460
TR331,01-NOV-09,49398,45259,312
AB344,01-MAR-04,3886,5006,0
CC479,01-FEB-05,29757,9653,5121
TR331,01-JUN-13,1143,937,0
DS773,01-NOV-96,14159,14859,0
TF149,01-OCT-04,73642,45106,5400
TF149,01-AUG-07,57045,29197,3272
TF407,01-SEP-95,78402,43555,56
AB560,01-OCT-88,118276,69575,345
BR430,01-APR-92,37229,25870,266
TF407,01-JUN-98,37153,41709,180
AB560,01-AUG-93,54156,53756,0
YP412,01-OCT-00,35999,41334,166
TF407,01-JAN-04,1901,1415,0
BR254,01-APR-99,39524,31910,0
TR516,01-NOV-11,17775,7601,0
BR264,01-APR-07,32343,31836,717
RK113,01-JAN-02,31168,20891,1079
TF149,01-MAY-95,42154,38056,217
TF149,01-MAR-97,37142,43045,119
BR219,01-JUN-88,13616,10865,12
AB560,01-MAY-11,50986,55241,0
DS773,01-APR-98,32594,20681,0
TF585,01-MAY-98,90794,61840,71
ON804,01-APR-06,45677,34885,1256
ON804,01-NOV-10,70883,43196,9441
ON804,01-MAY-11,88130,52533,656
TF149,01-JUN-11,37527,35277,11672
BR832,01-AUG-91,78323,70303,0
YP821,01-JUN-96,47158,35394,1043
ON804,01-JAN-92,56532,40382,160
YP471,01-AUG-94,41783,40041,108
CC479,01-FEB-88,12708,9598,0
TR336,01-AUG-90,103486,66847,0
ON506,01-MAR-90,23516,12639,0
YP552,01-NOV-05,40326,13912,286
BR836,01-JUN-04,21252,15831,258
ON506,01-FEB-03,74989,60823,1030
TR235,01-DEC-06,7661,7384,5
RK279,01-DEC-08,18671,9101,490
YP229,01-OCT-07,29320,22142,34
YP229,01-AUG-10,47115,26339,1059
ON829,01-AUG-08,45254,17633,756
ON829,01-DEC-09,66554,63176,7685
RK128,01-OCT-09,13500,6734,5163
AB661,01-DEC-05,37068,19938,25106
CC142,01-JUN-14,47789,23769,0
YP355,01-AUG-11,38218,16657,12024
CC504,01-FEB-89,14471,9747,0
BR219,01-AUG-95,24399,26827,13
TF149,01-JUN-96,107794,67456,0
BR710,01-NOV-78,274409,278350,0
RK301,01-SEP-94,16270,9158,0
DS378,01-APR-04,37868,35155,4570
AB388,01-SEP-08,38479,34291,18698
DS775,01-AUG-08,41586,34613,0
RK128,01-OCT-15,40183,45888,35478
ON506,01-SEP-92,37661,20511,128
ON804,01-OCT-87,140810,105854,325
YP412,01-JAN-03,52949,44405,0
DS884,01-JAN-09,16485,10238,2655
BR554,01-MAY-10,4739,1100,6769
TF740,01-NOV-11,49932,26217,0
TF719,01-AUG-14,18594,10715,0
DS241,01-AUG-13,81087,60661,544
TR387,01-MAY-87,25107,23452,175
ON804,01-APR-92,77179,59941,153
TR791,01-DEC-74,16817,10000,0
ON575,01-JUN-93,65215,63062,193
YP552,01-JUL-08,30952,13794,269
AB824,01-JUN-12,3412,1127,145
YP534,01-NOV-15,0,0,0
TF359,01-APR-94,48782,40555,308
TR387,01-AUG-98,31340,32480,36
BR710,01-JUL-84,26888,19152,0
CC891,01-OCT-04,23846,5491,6950
TR135,01-MAR-05,29051,17722,31
YP174,01-APR-04,32169,22357,24
CC766,01-FEB-08,35551,22338,3701
RK318,01-APR-09,33197,43307,16841
YP373,01-NOV-07,28411,31954,793
AB560,01-MAR-14,55287,33535,66
YP373,01-MAR-13,9051,25198,3198
RK403,01-JUL-92,53779,47058,28
BR819,01-NOV-90,36910,21597,0
TR843,01-MAY-04,46890,46770,4842
ON575,01-APR-05,21633,13622,424
RK128,01-FEB-03,34620,17968,5
YP412,01-MAY-09,46186,38303,0
YP229,01-MAY-10,41721,40103,888
ON727,01-DEC-86,38273,22301,460
TF740,01-MAR-93,30067,24166,95
AB257,01-JAN-99,48413,23035,485
RK514,01-SEP-91,87445,68536,0
AB424,01-FEB-14,28893,11729,9455
AB742,01-DEC-85,80661,40763,0
TR336,01-MAR-92,80123,61500,31
ON397,01-FEB-87,26048,15690,0
RK153,01-MAY-97,17766,11051,0
BR710,01-AUG-89,25358,10718,322
TR758,01-JUN-83,14542,10535,0
TR516,01-SEP-91,38768,23270,0
TF143,01-DEC-03,28576,26427,12
CC766,01-AUG-03,33559,15199,4
CC627,01-JUL-08,1133,135,123
TR758,01-NOV-00,36696,36604,4316
BR772,01-MAR-10,67378,28973,5212
DS378,01-JUL-07,85877,82490,1934
TR507,01-JUL-10,22525,29986,28673
ON506,01-JUN-11,48498,37533,5712
TF381,01-JUN-08,45452,34031,1646
CC653,01-NOV-14,5370,7374,35496
BR164,01-NOV-14,14298,15576,12082
AB590,01-DEC-11,43358,36889,0
ON571,01-SEP-17,39435,30819,0
DS582,01-JUN-90,18123,9187,529
DS773,01-MAY-97,32721,23788,0
TR729,01-DEC-08,36712,29677,227
CC142,01-MAY-07,28493,23059,58
RK747,01-JUN-06,19520,10613,13
CC636,01-MAR-07,24896,23012,1272
YP647,01-DEC-12,9,2,1
YP676,01-MAR-94,83901,52853,2986
TF172,01-MAR-88,10352,4398,185
CC636,01-SEP-79,320792,237500,0
YP570,01-APR-83,76335,69040,0
BR710,01-MAY-92,33801,23228,5424
TF172,01-JUL-05,51086,72343,0
RK171,01-JAN-08,40901,24628,80
DS441,01-JAN-05,32476,18614,483
CC643,01-APR-07,32026,12507,253
TF381,01-FEB-06,17882,8724,18
TR444,01-AUG-12,26172,21994,19378
AB344,01-AUG-11,21668,12939,4983
DS698,01-OCT-85,80679,46102,0
DS698,01-AUG-93,21165,10711,342
YP821,01-JUN-98,13351,13291,474
TR382,01-JAN-04,51745,44335,28798
TR235,01-JAN-10,26569,8398,127
CC643,01-DEC-08,17934,9791,1258
TR516,01-MAY-00,24181,28262,0
TF177,01-MAR-14,44492,31016,2888
AB735,01-DEC-99,8081,8338,0
BR254,01-JUL-97,36151,24217,98
AB560,01-DEC-86,12921,10226,0
CC154,01-FEB-00,33563,29423,4857
YP229,01-JUN-10,34967,31366,1281
YP203,01-FEB-06,57173,40337,71
RK738,01-MAY-12,57714,27865,2061
AB460,01-MAY-98,63801,48857,0
RK514,01-JUL-92,97858,71255,0
ON316,01-OCT-06,47383,27658,0
CC252,01-NOV-04,43889,37004,31
RK514,01-MAR-91,12449,9041,0
CC872,01-JUL-87,14134,7465,0
CC310,01-DEC-11,35539,17457,6401
CC653,01-DEC-07,27812,21510,52532
CC653,01-DEC-09,5959,4673,12113
AB560,01-MAR-89,2268,3103,0
RK659,01-JAN-88,29990,18680,0
TF407,01-JUN-88,2050,1941,0
TR418,01-AUG-02,37322,49929,203
RK113,01-JAN-92,47957,30222,10152
RK113,01-JUL-95,26010,27998,711
CC627,01-MAY-13,43952,29927,6883
YP768,01-NOV-06,27561,5679,5931
TR724,01-MAY-09,65185,44574,19515
DS161,01-MAR-08,46099,41796,837
DS161,01-JAN-08,41824,40079,11388
DS161,01-MAR-08,69115,63957,26534
ON308,01-OCT-10,21746,8538,344
YP174,01-NOV-13,23607,17206,12473
ON727,01-APR-82,3315,1820,0
TR791,01-APR-87,21013,15592,0
YP552,01-DEC-89,27794,16025,2678
AB742,01-MAR-80,735521,783520,0
TR791,01-FEB-85,68175,45967,2576
YP181,01-JUN-78,493989,410400,0
DS652,01-JUL-77,676974,586560,0
DS698,01-OCT-79,233572,204000,0
BR710,01-APR-88,17841,13413,0
YP577,01-JAN-85,88020,61469,0
YP676,01-JUN-87,11136,11106,1415
YP676,01-DEC-76,118672,109180,0
TR758,01-OCT-74,509004,374680,0
CC464,01-FEB-94,49980,31394,14056
BR704,01-APR-76,49716,35520,0
RK114,01-MAY-85,84696,59883,0
RK403,01-SEP-76,238707,247860,0
RK345,01-JAN-84,408746,355985,3873
AB742,01-FEB-92,47745,35761,0
CC649,01-JUL-11,76793,56276,8030
CC649,01-JUL-14,38619,30206,2678
TR855,01-SEP-12,24605,16883,8651
YP220,01-JUL-09,28254,20269,5993
ON180,01-MAR-14,37670,20596,0
ON663,01-JUN-13,33621,36546,0
TR129,01-NOV-11,63447,45599,0
RK539,01-SEP-14,41886,26291,52
TF695,01-OCT-14,31821,18799,0
CC649,01-AUG-14,42056,28439,2900
AB879,01-DEC-11,38033,28529,314
TF222,01-NOV-15,0,0,0
DS287,01-SEP-15,42301,38976,24
AB456,01-OCT-15,0,0,0
BR440,01-MAR-15,47739,33548,0
ON848,01-JUN-15,58450,23519,0
ON765,01-JUN-15,30747,22359,174
AB625,01-SEP-17,40243,44186,12671
BR264,01-OCT-99,53645,44342,130
TR331,01-MAY-96,29712,30087,0
YP220,01-JUL-02,39555,29697,171
CC646,01-NOV-07,33673,15816,5695
RK114,01-JAN-05,74159,61958,19345
RK854,01-AUG-14,36453,47220,43653
BR710,01-DEC-01,41032,15366,128
TF719,01-OCT-13,19645,14097,0
RK171,01-NOV-15,29421,53743,4522
RK539,01-MAY-94,36772,39534,0
YP577,01-NOV-97,48334,34037,0
CC310,01-JUL-89,32404,29717,2
YP220,01-JAN-89,34858,31711,0
AB735,01-NOV-92,93794,75203,1477
ON506,01-OCT-92,47505,26611,0
RK514,01-FEB-89,946,422,2
BR273,01-JUL-08,24566,25977,864
BR819,01-JAN-88,49788,32192,0
TF850,01-SEP-88,12969,5988,0
CC865,01-APR-03,61950,56489,198
YP655,01-NOV-09,92746,55112,489
ON120,01-NOV-15,49022,22494,0
TF335,01-MAR-91,118120,72146,1363
CC464,01-JUL-91,57124,44527,478
BR819,01-JUL-92,46238,37270,483
ON316,01-SEP-83,96587,84483,0
RK301,01-FEB-98,54364,30919,0
TR387,01-MAY-96,78652,50119,0
CC627,01-JUL-06,57456,29702,3255
ON820,01-NOV-97,44772,33918,153
AB742,01-JAN-92,88386,52139,0
RK403,01-JAN-99,41173,33996,1731
TF585,01-NOV-03,22059,20574,51
TR336,01-DEC-10,30270,19101,8809
CC142,01-FEB-12,24232,22928,66
TR418,01-DEC-15,0,0,0
BR710,01-OCT-83,1569,1153,0
CC872,01-MAY-87,31955,30324,0
RK659,01-OCT-89,22746,14136,3938
DS652,01-JUN-05,31858,14738,0
DS884,01-OCT-05,68377,36158,0
BR159,01-MAR-09,17443,7690,567
TF222,01-SEP-06,65901,65349,3496
YP821,01-FEB-01,72837,63683,4577
AB460,01-JUL-10,52914,28596,49
BR819,01-MAR-87,6834,5378,0
TF335,01-MAY-94,123341,64726,0
YP181,01-JUL-93,71907,66822,11433
BR380,01-MAY-87,11949,8955,0
RK153,01-MAR-83,510816,485342,0
YP174,01-NOV-05,45180,17224,21
CC565,01-AUG-05,50855,42498,704
YP229,01-FEB-05,23764,17945,0
DS241,01-FEB-87,32415,18340,0
CC464,01-MAR-88,13715,8954,0
YP471,01-JUL-88,12833,7582,0
BR835,01-AUG-01,41816,25077,6137
TF585,01-DEC-08,34014,24957,537
RK301,01-OCT-07,37073,46122,39
AB661,01-MAR-14,24568,38102,37765
YP373,01-APR-14,63990,62125,9260
DS780,01-NOV-13,53699,21949,3882
BR772,01-FEB-90,50653,35254,0
RK403,01-DEC-82,262964,176300,0
ON397,01-JAN-77,366436,334650,0
TF359,01-DEC-94,39299,25758,3956
DS150,01-AUG-05,18391,14093,338
ON231,01-JUL-05,64392,37928,1875
TR516,01-MAY-07,2900,1975,0
BR836,01-JUN-08,36185,32849,1246
BR440,01-AUG-14,46297,17669,0
TF445,01-SEP-17,0,0,0
TF695,01-JAN-77,420305,405990,0
AB388,01-AUG-85,98799,54839,0
BR835,01-FEB-01,52414,53293,1650
CC643,01-SEP-05,36720,18287,193
BR763,01-MAR-07,21939,18381,172
DS263,01-FEB-07,24604,16462,191
CC627,01-JUL-10,45169,38021,1344
DS652,01-MAY-96,69799,68604,106
TF573,01-DEC-91,26776,15178,26
TR758,01-DEC-82,51684,29700,0
DS698,01-MAY-89,21378,6423,57
YP220,01-JAN-96,71923,60703,0
YP471,01-NOV-05,9055,4537,15
RK279,01-APR-08,34600,6775,182
TR382,01-DEC-14,46352,55702,12953
ON804,01-OCT-14,36647,24071,5480
BR477,01-MAR-12,40450,22644,3379
TR455,01-NOV-15,0,0,0
TF719,01-AUG-15,0,0,0
RK114,01-DEC-88,47078,30876,393
BR836,01-SEP-94,86150,62884,27
YP714,01-JUN-92,112862,68320,114
BR264,01-NOV-87,58424,55503,224
RK514,01-JUL-95,112363,93608,71
CC504,01-MAR-01,61038,62885,21332
ON820,01-APR-14,59548,115061,25703
RK153,01-APR-95,36524,22681,0
TR843,01-APR-88,17964,10012,0
ON397,01-OCT-80,104757,94000,0
BR819,01-MAY-84,5038,4203,0
ON316,01-JAN-07,45012,19363,29
TR107,01-NOV-14,26460,14499,12146
YP467,01-AUG-87,31883,20031,158
TF695,01-MAY-77,158474,131970,0
RK113,01-MAR-90,54290,26063,584
TR507,01-JAN-06,16412,7227,17
ON804,01-APR-07,38820,20425,1753
BR554,01-JUN-14,28541,38490,91848
CC649,01-APR-13,44186,16152,0
AB257,01-OCT-74,244486,238260,0
ON120,01-MAY-89,51390,25579,0
AB494,01-MAR-81,414748,270400,202
DS698,01-APR-86,19750,8993,6
DS698,01-APR-01,67569,65670,7782
CC643,01-DEC-05,45404,14543,245
TF267,01-DEC-10,39019,30421,55
DS263,01-MAR-13,22023,10004,19966
BR164,01-MAY-15,36277,20979,4742
ON394,01-APR-85,29281,13471,0
ON506,01-OCT-98,85562,52746,93
ON369,01-OCT-79,447643,310040,0
YP471,01-DEC-99,24004,19031,681
TF585,01-NOV-86,68079,36117,0
DS780,01-MAY-06,65447,42955,148
TF695,01-OCT-06,46715,44206,213
TR387,01-JUL-07,34677,24400,130
ON804,01-JUL-90,36460,23429,0
RK301,01-OCT-02,61061,47188,54
RK153,01-JUN-03,73217,61627,33
AB388,01-NOV-08,31428,31937,17729
BR312,01-JAN-08,17269,23267,74393
CC782,01-MAR-11,28748,24829,577
ON804,01-NOV-14,28168,25906,6212
ON765,01-FEB-14,28244,17330,0
TF149,01-JAN-17,18384,14196,0
TF267,01-NOV-84,145268,128206,0
TR387,01-SEP-96,18085,19815,94
AB388,01-MAR-86,74963,75439,0
BR835,01-APR-01,12966,13824,527
BR151,01-JUN-02,27866,11246,42174
YP373,01-JAN-06,23753,15865,1490
CC482,01-MAY-10,22246,15226,1638
DS150,01-APR-13,15642,16031,1427
CC479,01-JAN-07,25967,22467,1
BR273,01-JAN-14,31386,24398,21
AB735,01-DEC-13,37721,43175,0
TF770,01-MAR-13,47763,25661,0
ON384,01-APR-15,43491,30840,0
DS684,01-JAN-15,36132,22760,0
YP676,01-MAR-89,17082,16043,1410
TF740,01-DEC-83,290006,223016,0
TR382,01-OCT-98,35003,20952,0
YP181,01-MAR-08,17597,6934,4432
YP373,01-MAY-06,25239,11928,1478
AB560,01-FEB-96,35536,37305,0
BR254,01-JUL-90,2218,1034,0
TR701,01-AUG-12,33202,17055,40426
CC479,01-AUG-12,17376,10328,3546
ON369,01-JUL-87,47184,43691,0
RK113,01-JUN-88,26387,15832,0
RK301,01-AUG-93,10289,8267,93
TF445,01-DEC-03,34298,12957,6
TF850,01-APR-08,25523,6701,687
ON316,01-APR-93,89250,95399,28
BR819,01-SEP-74,354294,239400,0
CC504,01-AUG-81,55315,39150,0
RK301,01-NOV-90,50956,23812,0
ON575,01-OCT-99,75886,53468,0
DS773,01-MAR-88,60847,43370,0
BR159,01-AUG-08,22456,12126,0
RK302,01-NOV-08,14794,7566,0
ON820,01-FEB-08,42739,23435,9916
ON765,01-AUG-10,52378,53841,7
BR497,01-JUL-15,21419,18099,0
CC849,01-AUG-93,24350,12665,4808
ON231,01-APR-90,69365,54511,0
CC495,01-AUG-04,14507,5810,0
TR797,01-APR-04,26080,19028,0
TF222,01-OCT-04,22907,29983,624
TF533,01-AUG-07,73756,83325,2305
TF339,01-MAY-06,70366,84103,0
AB424,01-AUG-06,44774,16988,839
AB513,01-SEP-06,22563,21315,865
AB323,01-MAR-14,44777,26841,0
YP181,01-FEB-95,48093,48299,7017
CC482,01-AUG-87,32534,18057,1463
BR704,01-OCT-75,294344,255430,0
TR791,01-DEC-73,20638,16380,0
BR264,01-SEP-02,70430,71353,0
DS773,01-AUG-98,35058,24198,0
YP785,01-SEP-08,50021,34322,6782
YP549,01-MAR-14,46908,25909,176
BR772,01-SEP-17,49920,29592,0
AB879,01-OCT-17,14591,23018,0
RK794,01-OCT-15,0,0,0
CC504,01-FEB-96,56738,56408,1711
AB494,01-JAN-85,58756,42882,36
ON804,01-JUN-87,67630,59774,66
DS775,01-DEC-08,50619,52922,0
ON506,01-FEB-96,40365,28979,255
ON394,01-AUG-82,108978,85850,1618
CC482,01-JUL-98,25504,24997,104
TF695,01-DEC-84,102482,82479,1339
YP373,01-JAN-03,36506,25895,691
YP467,01-FEB-04,43915,36702,8557
TR516,01-JUN-08,51785,24217,0
YP220,01-DEC-00,31499,24734,0
AB406,01-MAR-13,31685,15216,4472
YP552,01-OCT-92,12497,9666,1364
ON893,01-DEC-88,27487,12804,32
TR843,01-JUL-86,25244,17556,0
AB735,01-SEP-91,95112,82747,0
CC310,01-MAR-96,47689,24520,13755
TR235,01-OCT-91,139424,92775,0
TF850,01-OCT-03,6935,4703,9
DS378,01-OCT-11,54548,68400,66
BR433,01-FEB-13,34575,23854,1167
ON316,01-DEC-83,106755,99035,0
TR758,01-DEC-86,59801,29250,0
ON316,01-SEP-82,71811,39840,0
DS698,01-JAN-86,29735,14933,129
AB257,01-FEB-97,28045,21203,124
CC482,01-NOV-00,45277,18945,96
ON848,01-JUL-11,94330,58399,0
CC504,01-DEC-97,23796,17847,96
CC766,01-SEP-05,23617,14091,913
CC883,01-APR-02,29099,33703,0
AB838,01-DEC-07,75512,62582,0
TR444,01-APR-07,19732,11912,119
DS234,01-DEC-09,6561,1110,3870
CC643,01-FEB-13,22329,12926,7455
AB742,01-NOV-87,56750,35692,0
CC782,01-MAY-86,71709,48938,891
RK539,01-FEB-90,108833,62821,0
ON120,01-MAR-97,147480,107598,0
YP467,01-NOV-04,26368,7843,3936
DS378,01-MAY-01,42381,34551,13653
YP737,01-AUG-13,32949,23488,0
AB590,01-AUG-13,18077,14553,3558
DS186,01-NOV-15,50397,34074,0
CC464,01-DEC-86,20114,14271,0
BR836,01-DEC-92,108324,62010,131
ON120,01-APR-93,91075,74104,0
TF695,01-APR-06,44241,55201,18774
CC782,01-APR-07,51184,44520,918
AB424,01-NOV-10,38883,21811,579
YP203,01-AUG-14,65812,51467,17571
RK403,01-AUG-93,68140,45014,0
RK153,01-AUG-95,26178,20496,259
CC883,01-NOV-98,50818,28648,0
DS241,01-AUG-84,61090,36392,0
TF585,01-NOV-02,16182,19607,16
ON575,01-JUN-88,60994,47939,0
YP203,01-APR-05,8518,5292,16
YP174,01-AUG-10,27895,16891,28
BR312,01-OCT-10,23763,16895,112111
ON804,01-DEC-10,42163,15068,881
DS441,01-OCT-15,0,0,0
YP534,01-NOV-96,30690,19265,161
RK153,01-JUN-79,408892,323980,0
DS241,01-MAY-74,541922,556800,0
AB119,01-OCT-07,37330,31604,955
BR254,01-JUN-07,45967,40657,0
TR382,01-MAY-00,144771,92747,65
CC653,01-APR-08,22469,24426,43989
RK539,01-JUN-14,31854,15810,52
TF172,01-JUL-99,58673,32390,0
RK114,01-AUG-85,91436,47074,0
TF149,01-AUG-88,107250,77606,0
RK539,01-JAN-87,45057,28597,459
TF445,01-JAN-04,64089,18660,14151
ON602,01-AUG-13,46867,67862,0
ON236,01-SEP-11,14295,8246,720
RK128,01-NOV-15,36870,32560,43366
ON519,01-JUN-15,26042,19256,0
TF143,01-APR-81,192407,158100,0
TF611,01-JAN-97,36366,24130,76
RK403,01-MAR-91,81642,43044,0
YP467,01-FEB-93,28480,19545,4732
TR400,01-AUG-89,32607,18262,0
DS720,01-APR-99,38581,37679,32
CC482,01-JAN-83,91549,63990,1080
DS234,01-NOV-89,83331,45774,9488
DS546,01-AUG-04,48950,25003,56
AB838,01-NOV-06,26204,10367,25
AB838,01-OCT-06,25214,10591,34
CC310,01-AUG-10,33147,33164,5078
DS161,01-JUN-14,1624,1153,492
DS241,01-AUG-11,72614,64235,0
AB388,01-MAR-87,41274,34991,0
TR418,01-MAY-04,50629,34396,1028
ON231,01-OCT-96,42995,38289,0
RK301,01-MAY-03,91027,125662,5843
BR264,01-OCT-08,23101,21613,415
CC649,01-NOV-07,45772,32995,62
CC504,01-JUN-11,60381,35208,25231
TR382,01-OCT-14,21547,35874,6366
RK738,01-SEP-17,30493,15964,9070
CC849,01-SEP-99,42088,28599,0
AB590,01-AUG-90,21513,15885,0
ON369,01-JUL-92,32230,19004,245
DS698,01-FEB-78,211432,175570,0
DS720,01-SEP-98,38880,40636,0
TF740,01-SEP-95,47017,52542,68
TR694,01-MAR-04,34836,32142,112
DS884,01-SEP-05,24811,13798,920
BR273,01-MAR-06,48696,45099,1310
TF277,01-FEB-14,32972,15905,470
TF267,01-DEC-75,537613,0,0
CC154,01-APR-88,32948,15731,10
AB742,01-JUN-81,289829,308490,0
DS416,01-FEB-98,37140,40909,2970
DS416,01-JUN-04,20540,15938,20109
AB560,01-JUN-89,6611,6024,0
AB590,01-APR-02,5891,4736,6396
RK450,01-DEC-04,26270,26636,16
CC872,01-AUG-09,62422,65471,0
ON333,01-AUG-12,32610,15615,9402
TF149,01-DEC-89,63165,32648,9
RK301,01-JUL-89,110989,79958,95
TR455,01-APR-91,41263,31177,0
TF695,01-AUG-03,37150,41641,9
DS720,01-MAY-03,45409,21430,5681
TF695,01-JUN-89,52824,32696,0
CC872,01-AUG-89,7203,5780,0
TR758,01-JUL-93,54394,32589,163
RK301,01-JUN-00,96883,60082,785
TR753,01-FEB-04,37212,9358,16
ON333,01-MAY-05,30068,19659,20
AB879,01-SEP-08,59655,43843,68
BR763,01-JUN-09,29310,22427,0
TR331,01-FEB-11,42462,48817,108
CC782,01-JUN-77,322806,341550,0
ON397,01-JUL-76,603311,366120,0
DS698,01-NOV-81,129210,123750,0
TF359,01-JAN-77,622432,487760,0
DS652,01-OCT-85,3475,1752,0
DS652,01-AUG-79,673197,571650,0
CC464,01-MAY-91,31229,28027,3909
BR819,01-JUL-99,15739,14499,2245
CC504,01-NOV-90,75127,50122,0
TF172,01-APR-85,19076,14600,0
