UWI,START_DATE,OIL,GAS,WATER
TF149,01-SEP-00,63119,75121,0
ON231,01-JUN-05,46609,37936,2096
TR400,01-JUL-05,36033,22136,65
ON231,01-AUG-12,31470,24175,2940
RK301,01-APR-01,112513,93799,0
BR254,01-MAY-01,42156,33549,0
ON231,01-APR-94,22800,12891,80
BR430,01-FEB-00,4531,2594,306
BR264,01-AUG-06,73230,78792,305
RK113,01-DEC-03,23085,23474,1044
BR430,01-MAR-09,32698,40102,0
TF585,01-OCT-91,113430,100350,0
TR455,01-OCT-02,27157,25614,203
TF149,01-AUG-01,74666,63293,0
BR430,01-AUG-10,46887,47158,47
YP647,01-FEB-98,37979,33890,120
ON231,01-SEP-09,52402,39811,3706
BR219,01-SEP-95,40487,43274,25
BR219,01-NOV-96,40265,30310,2
CC495,01-FEB-97,63093,54808,370
DS378,01-NOV-94,42091,25263,0
BR772,01-JUL-85,31878,15999,0
YP471,01-MAR-93,62237,39536,50
CC154,01-OCT-07,17396,10159,4122
ON506,01-JAN-89,36967,35218,0
ON506,01-JAN-87,39044,25684,0
ON506,01-APR-96,33707,17493,0
TR843,01-JUN-03,89783,105689,2501
ON506,01-MAR-04,38960,31378,428
BR772,01-APR-11,64375,33349,3420
BR836,01-JAN-85,41040,31188,0
ON506,01-JAN-85,4533,3942,0
CC154,01-AUG-06,32140,37931,8419
TF177,01-MAR-13,31803,16181,0
TF410,01-MAY-06,51333,22372,477
RK318,01-OCT-10,38353,30624,19340
CC643,01-MAY-10,18131,12416,1119
RK128,01-NOV-07,47892,21459,12646
AB661,01-NOV-05,43664,11772,17248
CC154,01-MAR-90,132513,62077,0
DS378,01-AUG-98,85263,59667,0
YP714,01-JUL-86,12360,8061,0
DS241,01-MAR-04,67958,81036,0
TF740,01-JUL-04,37778,25933,507
TF172,01-MAY-10,54746,27755,3967
TF277,01-NOV-12,43368,18077,1254
CC479,01-SEP-93,57430,40926,930
YP468,01-MAR-07,22767,9203,23
TR507,01-MAY-10,19904,20980,21677
RK453,01-MAR-15,33127,31348,5855
TF695,01-MAR-94,40649,21732,0
BR380,01-DEC-85,83819,58958,0
TR400,01-OCT-96,23306,23583,3302
TF143,01-APR-88,65799,36773,0
AB590,01-DEC-03,59244,47165,17540
ON463,01-APR-06,24251,26232,80
DS441,01-APR-06,6971,5116,18
TR387,01-AUG-11,42195,26988,135
AB759,01-NOV-13,53220,67276,24047
ON316,01-MAR-82,63732,71190,0
ON727,01-SEP-82,36981,31360,0
TR724,01-JUL-05,43828,19027,312
TR729,01-SEP-08,42427,12420,150
TR387,01-MAY-11,41630,30409,174
RK539,01-MAR-85,61095,25987,307
CC479,01-JUN-03,49549,62302,15405
TF770,01-SEP-05,48186,29385,324
TF695,01-AUG-00,45243,30463,4194
DS773,01-APR-13,79489,147987,4934
BR554,01-MAR-13,11480,5782,23084
TF770,01-AUG-14,36376,31714,0
ON120,01-MAR-14,67486,44278,0
ON804,01-DEC-95,83138,68808,0
RK153,01-AUG-83,478997,469214,0
CC872,01-FEB-07,46529,50910,40
ON804,01-JAN-07,47683,27209,1377
CC142,01-APR-10,64508,58921,86
RK450,01-APR-11,75962,56531,13418
BR710,01-MAY-12,41321,22296,2225
ON266,01-OCT-17,38770,34900,7
ON663,01-NOV-15,33933,20725,30
CC782,01-APR-78,163738,95580,0
DS698,01-OCT-97,38170,24006,0
RK361,01-JAN-99,41479,33375,0
DS582,01-MAR-89,17553,10719,0
ON727,01-FEB-86,58059,36442,1678
BR832,01-DEC-87,13334,9905,0
TR382,01-MAY-05,47829,49002,9525
AB540,01-FEB-08,16210,8200,74
DS241,01-APR-06,57241,24268,102
ON804,01-NOV-01,50093,29690,0
ON575,01-SEP-13,47398,34359,0
BR710,01-FEB-80,192083,126280,0
DS698,01-MAY-95,28277,14817,58
CC782,01-APR-89,8117,5461,33
TF335,01-OCT-88,65241,61738,0
TR331,01-APR-90,39757,32106,0
ON120,01-OCT-91,134698,64513,0
YP647,01-APR-99,27894,19811,209
YP467,01-FEB-85,29839,15589,0
TF172,01-AUG-88,7986,4731,212
YP220,01-JUL-95,67280,71732,0
CC565,01-JAN-06,32698,21599,40
YP647,01-APR-08,9673,1574,610
BR273,01-JUN-14,48696,31840,64
TF740,01-JUL-14,35435,35857,0
TF143,01-APR-90,83150,73370,0
TF695,01-APR-93,44215,29161,153
AB388,01-JUN-90,35314,36601,0
DS652,01-OCT-82,213577,177160,0
TF267,01-SEP-81,97279,106080,0
AB742,01-JAN-75,23708,0,0
CC482,01-DEC-75,404369,378100,0
AB560,01-MAR-93,80034,58460,0
DS773,01-OCT-01,60477,46218,383
DS161,01-NOV-08,40032,46002,19568
BR312,01-FEB-00,22092,17614,7163
ON804,01-FEB-11,59050,26016,4951
ON308,01-DEC-11,48717,20386,816
TF740,01-SEP-17,47371,41677,0
ON425,01-APR-17,28115,27028,284
RK539,01-OCT-84,96570,60052,1067
DS378,01-FEB-98,61158,42329,2401
DS441,01-JAN-04,29861,12020,1450
ON765,01-OCT-05,83437,50685,1170
ON727,01-JUN-14,17689,41874,17807
RK345,01-OCT-81,505750,530400,0
TF695,01-OCT-95,30463,21558,90
DS582,01-AUG-04,20067,17263,10893
RK450,01-NOV-08,23531,17579,637
AB590,01-JAN-08,9361,8366,188
DS546,01-SEP-09,41142,20444,0
TF177,01-SEP-09,30051,30467,36
RK789,01-OCT-10,44058,24096,94
DS652,01-NOV-10,75843,64523,14746
TR418,01-OCT-11,29167,20968,280
TR791,01-NOV-81,34163,26730,0
BR772,01-JUN-85,23454,16358,0
TR336,01-JUN-92,102847,90755,0
CC464,01-NOV-88,24269,15871,0
ON575,01-APR-04,42192,31749,0
AB540,01-JUN-06,50015,42927,4049
DS161,01-OCT-06,46222,29995,1673
RK301,01-FEB-99,37626,16358,27
DS416,01-JUN-03,16399,10455,6648
TR729,01-AUG-05,30514,12782,1015
ON848,01-MAY-11,96891,59633,7
YP174,01-APR-12,21681,10905,769
TR235,01-JUN-14,39523,39204,7058
BR433,01-NOV-17,36046,29657,2117
CC782,01-MAY-78,410955,330720,0
YP577,01-JUN-90,41266,18760,532
ON893,01-SEP-88,29180,18573,25
CC310,01-OCT-89,87539,70031,0
DS652,01-SEP-86,44382,19214,0
AB460,01-DEC-93,80722,104161,0
RK113,01-SEP-93,31325,33696,12534
DS698,01-NOV-92,21303,18149,29
AB460,01-SEP-96,70469,39839,459
AB590,01-DEC-93,135415,101509,871
CC782,01-OCT-84,51202,29531,0
CC782,01-DEC-00,40273,30809,18282
BR264,01-FEB-02,78458,49723,0
RK794,01-MAY-11,36930,26091,16630
BR159,01-DEC-17,50210,30842,46341
ON198,01-NOV-17,29438,21207,0
DS773,01-MAR-15,0,0,0
YP467,01-FEB-88,38474,16451,0
ON120,01-DEC-95,130290,88166,0
ON369,01-SEP-74,282355,170520,0
RK113,01-FEB-93,48045,29838,1348
TF740,01-JUL-07,27363,13793,3730
TF267,01-SEP-09,52798,59409,0
DS263,01-OCT-10,41343,21783,9832
RK361,01-SEP-13,12538,14484,37764
ON804,01-JAN-97,92099,75609,206
BR772,01-OCT-88,101824,55887,0
AB388,01-JUL-90,39537,27063,0
TF335,01-MAR-98,116031,92265,212
TF740,01-APR-06,984,1036,19
TF767,01-JUN-17,20999,17930,2292
TF143,01-OCT-93,111976,99470,220
DS652,01-APR-88,43990,42230,0
YP714,01-APR-90,51020,32807,0
TR387,01-APR-91,20423,20112,0
RK153,01-JUL-85,112522,95719,65
AB388,01-AUG-84,38822,22615,0
ON506,01-AUG-00,105920,76232,400
YP412,01-SEP-94,42044,47727,0
RK450,01-OCT-09,19141,15825,605
TR753,01-JAN-07,30153,13621,1084
CC565,01-MAY-06,82287,49987,1851
AB119,01-JUL-12,44395,18307,561
ON120,01-FEB-11,66242,40730,130
BR317,01-JAN-15,52759,29340,0
RK361,01-JAN-91,52144,33604,0
TF695,01-MAR-86,72343,44496,0
RK345,01-MAY-74,588624,486720,0
BR710,01-FEB-84,19931,16520,0
TF149,01-MAR-94,51197,41801,231
CC464,01-APR-89,19351,10376,0
TR331,01-SEP-03,7710,9857,62
TF573,01-JAN-02,20373,14972,348
TR331,01-MAR-14,4912,5418,0
CC565,01-MAR-14,57185,53497,1894
ON575,01-NOV-94,53334,44146,0
TF267,01-FEB-05,326,360,48
TF740,01-APR-04,24549,13533,17
AB460,01-MAY-07,45907,30278,0
YP861,01-MAR-12,58750,55217,21017
CC782,01-NOV-99,29456,24614,1509
TR235,01-FEB-94,87489,83012,572
TF585,01-NOV-95,74726,63965,257
TF267,01-AUG-00,52858,28989,14854
BR601,01-MAY-05,26542,13281,3020
RK738,01-JUN-05,28169,15426,0
TF740,01-MAY-07,29042,14768,2015
TR455,01-OCT-07,82698,59649,1448
CC636,01-MAY-09,59543,63649,12057
YP412,01-OCT-10,31891,25932,0
TF177,01-APR-10,27887,18170,181
YP676,01-JUN-74,539942,429250,0
CC464,01-JUL-85,98843,69789,0
CC633,01-FEB-75,14225,0,0
CC849,01-SEP-00,41606,29689,16621
AB560,01-OCT-87,8926,6059,0
YP468,01-JUL-10,22140,12183,269
RK114,01-DEC-06,61008,45608,22218
AB759,01-MAR-15,34220,32698,78649
CC782,01-SEP-91,8182,4746,303
TR701,01-JUL-92,14805,7542,637
TR701,01-OCT-92,7286,4725,132
TF445,01-DEC-04,42727,13650,0
CC627,01-JUL-04,23686,21624,1390
CC883,01-DEC-03,31525,32583,3068
TR797,01-DEC-05,30951,19364,93
ON308,01-JUN-08,31044,18311,183
TF149,01-APR-08,57716,38737,7892
CC891,01-FEB-87,24745,13539,0
CC464,01-JUN-86,33999,21062,0
ON369,01-AUG-88,113066,103264,100
CC310,01-AUG-91,53651,38278,0
TF740,01-APR-76,452923,291200,0
CC782,01-OCT-08,40452,30830,712
YP647,01-JUN-00,65096,39031,12467
YP737,01-SEP-10,37285,31122,55
TR376,01-AUG-11,41232,24620,49
YP355,01-AUG-12,40719,92144,5011
YP785,01-JAN-06,76099,45994,624
AB560,01-JUL-87,26598,19467,0
AB560,01-DEC-87,8503,6415,0
TR753,01-JAN-06,28010,6246,67
TR753,01-JAN-13,28689,9927,7872
TR418,01-OCT-03,47796,37890,5072
RK113,01-APR-94,21620,14377,484
ON417,01-MAY-12,17427,13877,3601
BR772,01-JUN-89,98286,49697,0
BR772,01-JUL-89,78659,43681,0
RK113,01-NOV-88,34497,22622,45
TR762,01-FEB-03,44006,12512,36
AB824,01-JAN-08,2182,1254,0
YP768,01-JUN-08,21375,9788,14571
CC646,01-NOV-05,22944,16082,3861
CC142,01-APR-12,102831,59860,539
DS161,01-MAY-09,28235,19843,2239
DS161,01-JUL-07,40558,35245,5338
YP174,01-JUN-06,23204,21544,3109
YP174,01-MAY-14,15,8,0
TR791,01-JUL-91,25327,27609,0
ON397,01-SEP-76,401835,348480,0
CC482,01-NOV-92,31964,33550,7100
CC482,01-DEC-94,24233,16246,7043
ON316,01-OCT-87,14461,7364,0
YP467,01-OCT-93,30924,33708,7879
DS652,01-JAN-74,244911,196940,0
YP181,01-NOV-82,306482,318720,0
TR387,01-MAY-81,28103,15150,0
TR387,01-NOV-81,92722,74400,0
YP373,01-NOV-10,15167,3071,487
BR710,01-OCT-81,73089,61360,0
ON893,01-DEC-88,67547,49634,138
BR710,01-JAN-90,37074,15420,3370
YP577,01-NOV-89,34947,25925,523
ON394,01-APR-81,160397,127400,62
TF359,01-AUG-76,103800,115560,0
TF267,01-OCT-80,124118,118340,0
ON893,01-JAN-89,13629,6630,4
YP577,01-NOV-87,38237,29403,0
CC849,01-AUG-87,74892,62253,0
TF143,01-NOV-79,105060,107000,0
TR758,01-OCT-92,80453,82270,10127
RK114,01-JAN-89,42303,34351,96
BR710,01-AUG-92,29230,17677,84
RK403,01-JUN-74,771916,428730,0
RK114,01-AUG-89,42869,6652,89
TF695,01-JAN-79,358950,413010,0
TF740,01-JAN-74,19180,4050,0
CC636,01-AUG-82,258678,218700,0
TR701,01-JUL-85,64323,27481,0
BR819,01-JAN-82,408079,324000,0
AB742,01-MAR-94,17297,7783,0
CC649,01-FEB-12,42563,31260,4246
TR376,01-JUL-12,44192,29310,0
CC669,01-AUG-11,27309,12456,7186
BR317,01-JAN-14,9453,5518,0
RK302,01-DEC-08,36302,18271,194
BR433,01-OCT-09,30465,17346,0
BR433,01-SEP-12,38661,18907,583
ON663,01-JAN-13,47148,21361,0
TF695,01-MAY-13,53003,39382,21
TR129,01-JUN-08,25098,16205,0
BR297,01-MAR-14,42839,9801,0
CC649,01-APR-10,30903,27421,1893
TR418,01-MAR-17,0,0,0
CC142,01-APR-15,44549,20132,0
CC865,01-APR-15,0,0,0
BR817,01-SEP-15,41604,37152,6
AB560,01-MAR-15,34289,16776,0
ON384,01-FEB-15,36279,35140,5
AB141,01-AUG-15,44764,25601,0
AB838,01-DEC-15,21669,19285,17307
YP174,01-MAY-15,10784,8051,4456
AB460,01-OCT-15,38573,28301,0
CC782,01-AUG-77,368565,310580,0
DS720,01-JAN-87,14725,9843,0
AB257,01-JAN-74,470250,335920,0
ON575,01-FEB-05,25320,22575,2482
YP570,01-DEC-78,1821,910,0
CC782,01-NOV-04,34798,27429,339
TF339,01-APR-03,69439,70046,0
TF149,01-MAY-09,18344,15822,2498
TF149,01-MAR-92,117837,76859,45
AB590,01-APR-91,49257,44303,0
CC883,01-JAN-99,45509,29246,0
ON369,01-MAY-99,43271,38969,3498
TF740,01-AUG-77,16826,13200,0
BR254,01-SEP-90,4548,2695,0
YP552,01-MAR-09,31367,14422,75
TR455,01-MAR-98,24260,18676,256
ON231,01-MAY-89,56909,42815,0
TF850,01-AUG-90,25790,14081,0
TR418,01-APR-05,96456,59665,37
DS698,01-FEB-03,78507,59249,1628
AB559,01-DEC-05,39287,25115,128
TF719,01-DEC-06,19354,10449,519
YP181,01-SEP-13,40283,31569,4908
TR791,01-JUN-87,28894,19602,0
RK301,01-NOV-87,89906,73831,49
BR819,01-DEC-90,42255,29361,0
BR710,01-FEB-92,27740,20833,5022
AB456,01-MAR-15,0,0,0
CC849,01-JUL-97,40498,33198,135
BR710,01-OCT-87,35848,28115,938
BR430,01-JUL-97,7800,4942,0
RK514,01-JAN-92,63722,42271,0
ON308,01-DEC-04,42453,11771,0
YP471,01-AUG-04,18806,11427,0
TF277,01-MAR-09,46509,34123,1099
BR554,01-MAY-14,29631,45545,65745
AB540,01-APR-13,24505,9504,292
AB323,01-NOV-12,51373,22693,0
RK153,01-JUN-94,30759,25651,0
TF335,01-JUN-91,117661,91245,23
TF740,01-MAY-76,493742,440040,0
AB388,01-DEC-04,38328,42938,102
CC435,01-MAR-02,27336,14562,27570
CC669,01-SEP-08,38322,22677,145
TF267,01-DEC-08,20991,28025,1117
TF770,01-JUL-07,39535,23189,55
DS558,01-DEC-10,41728,14881,0
TR455,01-OCT-14,9260,6707,2018
CC883,01-JUN-90,23811,14269,974
RK361,01-FEB-92,61118,49184,4503
BR772,01-DEC-95,52658,40509,0
RK539,01-OCT-95,98802,75450,0
BR264,01-FEB-89,9829,7385,0
RK514,01-JUL-06,53816,15742,683
YP549,01-JAN-06,24131,21597,17
TF740,01-MAY-08,6766,3624,10915
TF695,01-MAR-13,37526,31675,3150
TR387,01-APR-88,8606,5570,0
BR704,01-JUL-92,41718,23064,181
BR819,01-SEP-82,357620,250400,0
ON765,01-NOV-89,18677,11241,0
ON765,01-DEC-92,87998,77539,0
ON333,01-NOV-05,57174,34470,266
TF335,01-APR-00,78523,63768,2034
YP821,01-OCT-89,95767,76884,0
RK539,01-JAN-99,93128,70481,0
YP570,01-JUN-04,33897,10170,852
TR418,01-JUL-06,70726,51825,192
CC479,01-FEB-00,24404,17094,139
AB406,01-JUL-14,30513,32300,7878
ON663,01-OCT-13,27619,22320,0
TR387,01-JUN-92,59925,45688,0
TF740,01-FEB-86,85996,48221,0
DS416,01-JUN-90,3224,1987,0
TR758,01-JUN-74,642523,630630,0
YP647,01-AUG-96,16067,12680,78
ON316,01-JUL-81,73349,68320,60
CC310,01-AUG-04,40386,34899,0
TR382,01-MAR-07,51235,31744,11814
CC374,01-FEB-07,25875,13563,0
YP768,01-JAN-17,20460,21500,0
BR554,01-JAN-15,9809,29390,127127
RK302,01-APR-15,52829,31594,0
YP203,01-DEC-16,64697,49146,15875
CC565,01-OCT-16,41652,22784,3793
RK153,01-NOV-16,34040,31018,0
RK450,01-NOV-16,0,0,0
RK128,01-FEB-16,9328,8285,8457
BR836,01-JUN-16,31996,14063,1625
TR131,01-APR-16,53983,34399,0
TF850,01-SEP-17,27046,21281,0
AB856,01-AUG-17,37025,24475,6743
ON563,01-DEC-17,0,0,0
RK157,01-NOV-17,42114,30921,0
TR235,01-APR-17,46430,43171,2914
CC374,01-APR-17,21102,36965,10775
RK350,01-MAR-18,30018,24825,647
DS150,01-APR-18,31403,23506,2905
RK279,01-APR-18,28961,40506,8186
DS652,01-MAY-17,57896,52851,22489
RK128,01-JAN-15,41201,32214,81033
ON727,01-FEB-16,4938,6993,2146
TF719,01-MAR-16,0,0,0
AB141,01-JAN-16,18834,17897,516
ON417,01-FEB-16,0,0,0
TR393,01-MAY-16,53421,34249,60
RK738,01-JUN-18,21677,13755,7667
CC849,01-AUG-15,31409,31356,60590
TF407,01-MAY-17,30754,20921,462
RK157,01-JAN-18,50102,34127,17
TF846,01-MAR-16,43560,30743,9665
YP166,01-MAY-18,19334,15902,6011
DS263,01-JUN-15,0,0,0
DS720,01-JAN-15,0,0,0
CC872,01-JUL-17,23966,21536,0
BR836,01-MAY-16,22089,12908,537
CC252,01-MAY-16,54033,31677,44966
DS780,01-JUN-17,21228,22018,113
ON519,01-JUN-18,42043,34207,0
ON829,01-JAN-18,0,0,0
DS287,01-MAY-17,42719,27922,1300
AB752,01-MAR-17,37307,22036,3111
TF410,01-JAN-18,0,0,0
TF267,01-MAY-16,0,0,0
YP676,01-NOV-15,9655,10718,24226
TR336,01-JAN-15,0,0,0
TR382,01-FEB-15,37254,42368,5766
ON788,01-AUG-16,0,0,0
DS105,01-FEB-16,0,0,0
ON788,01-OCT-17,42645,34415,4
AB427,01-MAR-17,38330,29959,12
TR855,01-JUL-17,14862,9729,9812
TR843,01-JUL-16,0,0,0
TR543,01-SEP-16,47605,32663,0
ON575,01-MAR-16,35327,22354,0
AB540,01-FEB-15,27830,24382,20427
BR392,01-NOV-17,67454,52429,5679
CC636,01-JAN-15,0,0,0
RK301,01-FEB-17,33619,22971,2059
TR729,01-FEB-17,0,0,0
RK450,01-APR-16,0,0,0
TR658,01-OCT-17,44760,32658,4
ON231,01-JAN-15,0,0,0
TR382,01-MAY-15,37818,43657,8369
AB406,01-JUN-17,35758,29198,13326
CC653,01-APR-17,0,0,0
AB517,01-AUG-17,4001,3220,328
ON236,01-JAN-18,0,0,0
CC374,01-MAR-18,24676,19312,12505
TF222,01-APR-16,27887,19616,875
RK301,01-NOV-15,36700,17460,340
RK301,01-MAY-18,0,0,0
ON804,01-OCT-17,0,0,0
CC154,01-MAY-16,36098,51922,55659
ON765,01-JUN-18,27190,29832,7083
ON820,01-MAY-15,45772,66856,58191
YP647,01-JAN-15,3317,1432,82
YP471,01-JUN-17,39622,27612,0
TR235,01-NOV-15,54106,45448,15986
YP471,01-FEB-17,23158,19382,0
YP468,01-AUG-17,31015,28090,5961
RK279,01-DEC-17,0,0,0
DS620,01-APR-18,41846,27363,120
BR264,01-APR-17,0,0,0
DS582,01-JAN-17,37927,30785,53073
DS441,01-APR-17,0,0,0
AB540,01-AUG-15,23607,22294,12733
AB456,01-JAN-15,0,0,0
AB388,01-AUG-17,34220,31675,32495
YP373,01-AUG-17,34927,30038,0
CC504,01-MAR-16,0,0,0
AB590,01-FEB-18,10152,11074,0
CC435,01-JUN-99,10081,9990,2208
TF143,01-JAN-95,122332,90867,4323
CC435,01-JUL-02,23454,19696,36801
AB257,01-NOV-99,31238,28783,4616
AB257,01-OCT-00,38622,50460,11006
AB257,01-OCT-14,30903,43892,48239
YP570,01-JUL-76,83647,85470,0
CC636,01-MAR-02,43501,22674,0
RK403,01-JUN-99,70601,52361,4640
RK403,01-NOV-08,42864,21992,21403
RK403,01-JAN-86,86424,43487,0
YP676,01-MAY-93,74599,60239,10564
RK403,01-JUL-88,58919,37194,0
BR819,01-JAN-91,6695,6307,0
BR819,01-OCT-92,40581,35013,429
DS652,01-MAY-94,45263,24439,0
BR819,01-FEB-95,13814,9756,477
BR819,01-DEC-98,38462,31324,4397
BR151,01-SEP-01,18648,14304,3261
AB388,01-JUN-98,58258,46472,5712
RK153,01-MAR-98,71551,59696,0
YP181,01-OCT-06,5888,4423,2062
TF172,01-APR-11,64863,41386,3214
ON316,01-JUL-09,52601,14527,0
RK153,01-MAY-96,23540,13259,0
YP181,01-FEB-92,114499,76351,12270
ON369,01-APR-87,66503,51682,86
CC504,01-JAN-02,35631,30641,0
ON369,01-APR-95,26617,22794,72
TF267,01-FEB-93,12177,7230,420
CC782,01-FEB-92,33043,33310,82
DS241,01-AUG-91,81224,39727,0
CC504,01-OCT-92,67068,51666,17814
CC504,01-SEP-99,30449,17983,7223
CC504,01-DEC-04,28706,30756,7710
TF267,01-APR-94,20527,15308,0
CC504,01-NOV-86,54387,38227,0
TF267,01-DEC-07,35651,31822,1760
CC504,01-SEP-92,72600,61738,1608
TF695,01-NOV-03,52183,43223,5442
TF695,01-JUN-07,18745,21227,2368
TR701,01-MAY-12,38062,42709,43423
AB460,01-FEB-94,59590,76692,0
AB460,01-FEB-95,50529,58828,0
CC310,01-JUN-91,31336,18808,0
ON120,01-MAY-06,57305,17538,80
CC310,01-FEB-85,51323,35732,0
RK114,01-NOV-99,62120,55493,167
TR701,01-SEP-00,44763,18787,0
RK114,01-SEP-03,80132,61543,6935
YP203,01-JUL-10,47606,32463,831
TR107,01-FEB-10,31884,24778,3931
BR159,01-APR-05,15090,8617,65
TR797,01-APR-09,60299,56050,309
BR159,01-DEC-08,26839,15711,457
RK738,01-JUN-08,20349,7275,0
AB456,01-JAN-09,52352,55121,1843
TF770,01-JAN-12,24436,15820,125
CC565,01-APR-06,42988,37073,1465
RK794,01-NOV-07,25130,21733,235
ON236,01-JUN-14,13795,14266,19620
YP203,01-NOV-08,71425,57516,1246
TR135,01-JUL-14,28336,18098,1328
AB295,01-SEP-10,80315,54840,190
AB295,01-SEP-11,62552,38452,0
BR151,01-JUN-12,17105,10397,45
YP577,01-JAN-88,41748,18436,0
TF359,01-MAY-81,331724,188000,0
CC782,01-SEP-89,24253,18604,34
CC435,01-JUN-99,54115,37733,0
DS698,01-AUG-04,26698,35805,109
AB879,01-FEB-13,30562,27428,154
YP534,01-MAY-14,23056,21193,5566
ON804,01-AUG-95,89011,76742,142
RK539,01-NOV-84,65912,69891,0
CC849,01-JUL-93,46925,36079,1443
YP181,01-SEP-82,413669,348660,0
CC154,01-JUN-97,34953,30257,5
YP552,01-DEC-85,39316,21212,0
TR455,01-MAY-03,28962,28399,137
DS105,01-JUL-04,32066,29211,50
CC849,01-OCT-05,37014,12465,2804
BR772,01-OCT-08,20065,14816,91
YP373,01-NOV-09,38207,69564,1811
YP549,01-FEB-14,42845,29902,0
TF566,01-MAR-11,26235,16416,102
CC849,01-JAN-93,59572,54666,2211
ON442,01-MAY-86,104951,64604,0
RK345,01-SEP-97,91839,72461,3046
DS652,01-MAY-91,28290,17126,0
TF585,01-APR-90,50131,25325,0
DS378,01-APR-05,48933,53959,1246
DS378,01-MAR-02,34245,24111,933
AB323,01-OCT-06,35470,15998,7
BR554,01-JUL-14,27317,33401,79443
TR843,01-AUG-88,75640,50126,0
AB494,01-MAR-82,256694,215600,89
DS773,01-OCT-91,37662,42182,0
RK789,01-MAR-10,53083,36184,1522
ON469,01-DEC-10,19656,12752,47
RK157,01-JUN-17,43600,32247,65
YP355,01-SEP-17,0,0,0
YP821,01-JUL-15,43047,37268,5488
ON442,01-OCT-09,32032,28781,34
CC479,01-JAN-00,14051,6689,119
TF143,01-MAY-09,31775,30794,1273
CC504,01-JUL-92,61146,76260,20222
TF695,01-AUG-81,312009,304380,0
CC636,01-MAY-74,384108,397800,0
ON506,01-FEB-90,33805,24573,0
AB494,01-JUN-83,292247,188251,0
ON575,01-JUN-95,58904,51286,0
RK113,01-JUL-05,27462,12669,2796
TR843,01-JUL-08,22745,20773,9977
AB295,01-FEB-06,48078,32842,72
RK114,01-MAY-11,50440,58109,20597
YP861,01-NOV-12,35417,23827,9758
CC669,01-DEC-17,0,0,0
YP355,01-JUL-15,29509,18702,12921
TF740,01-NOV-88,52646,40380,50
TF267,01-FEB-94,8677,4187,0
ON369,01-MAY-92,15337,13082,210
TR791,01-MAR-77,79154,67200,0
DS884,01-SEP-13,40592,27988,5771
YP181,01-MAY-75,437409,338200,0
TF359,01-JUL-83,393939,400135,1280
TR843,01-AUG-90,44081,31611,242
AB559,01-MAY-05,42757,27014,37
BR554,01-AUG-08,14724,12918,6012
YP174,01-JUL-09,27712,14469,2719
CC565,01-OCT-10,27008,15586,123
TR235,01-MAY-12,39108,29271,41
ON369,01-OCT-90,94887,69384,0
YP467,01-NOV-94,35042,28663,5326
RK301,01-FEB-02,50722,32016,82
DS263,01-DEC-04,44652,21249,61
RK375,01-OCT-03,36486,10612,6
DS441,01-JUN-04,37489,20654,0
AB661,01-FEB-03,64153,42990,0
CC872,01-MAY-01,40125,24074,0
TR729,01-DEC-07,43429,11930,34
BR223,01-SEP-13,38722,31981,0
RK113,01-APR-99,35031,23945,0
ON575,01-OCT-91,85043,61673,0
ON308,01-AUG-03,29460,23573,19
RK301,01-FEB-11,42402,32473,3013
YP534,01-JAN-84,15932,12021,0
ON804,01-FEB-88,15809,14210,0
TF177,01-JUL-06,52366,11985,207
RK854,01-MAR-08,38169,15128,3968
DS150,01-JUL-08,32974,19899,0
AB388,01-APR-89,44136,37725,0
AB257,01-MAR-74,812120,738990,0
ON316,01-OCT-84,68128,48597,0
ON829,01-OCT-05,61654,34916,37
CC653,01-JUN-07,31158,31381,19844
TF143,01-AUG-00,113975,123366,684
CC627,01-APR-11,20442,12066,379
TR729,01-DEC-10,51171,12117,192
AB295,01-JUN-08,61024,45886,152
TF740,01-MAY-87,46893,36038,0
ON397,01-FEB-92,36842,29740,526
ON369,01-JAN-96,31380,27224,247
TR235,01-OCT-93,85613,92053,0
TR843,01-MAR-87,44941,33865,0
BR264,01-FEB-97,21927,20626,0
TF695,01-MAY-00,76588,43262,3969
DS150,01-JUL-09,64101,40080,5781
AB295,01-AUG-12,90972,67570,0
DS607,01-NOV-04,42660,25594,20
DS607,01-OCT-05,27385,22568,18
YP549,01-JAN-08,61881,55463,86
CC142,01-SEP-09,63756,73100,158
AB838,01-SEP-12,71013,55627,8585
YP861,01-NOV-11,77758,38534,9469
RK171,01-NOV-02,26322,10032,0
YP693,01-JUN-06,25568,7982,284
RK171,01-OCT-10,41430,27447,165
RK171,01-APR-12,33321,38355,1428
DS884,01-JUN-12,28152,19525,8145
DS884,01-MAR-03,55226,18113,0
TR811,01-SEP-07,63921,59136,292
DS887,01-SEP-09,66568,34410,15573
AB295,01-NOV-03,44841,22688,78
ON848,01-JAN-09,55395,35038,61
TR336,01-AUG-92,114589,65177,0
TR336,01-JAN-00,39860,31758,98
ON804,01-MAR-03,80427,71029,1564
ON804,01-JUL-07,32662,23381,311
AB344,01-AUG-87,48647,38467,173
ON765,01-JAN-00,67836,39440,0
YP471,01-JUL-06,29265,21672,1009
DS378,01-MAY-00,59379,43569,6924
TR336,01-DEC-12,49802,26361,15602
TR382,01-APR-91,68111,45583,0
TR336,01-APR-89,73332,41085,62
RK301,01-SEP-01,51316,30874,0
TF149,01-FEB-89,48805,30748,21
TR455,01-JAN-94,33717,27910,265
DS773,01-APR-94,23163,13059,0
